Page,Titre,Prix,URL,Marque,Etat du véhicule,Année,Puissance fiscale,Boite,Type de carrosserie,Couleur du véhicule,Carburant,Cylindrée,Modèle,Kilométrage
7,A vendre Peugeot 3008 diesel,81000DT,https://www.tayara.tn/item/68add4ab032c2f2572192c88/Voitures/Ben_Arous/Rads/A_vendre_Peugeot_3008_diesel_/,Peugeot,Avec kilométrage,2020,7,Automatique,Monospace,Noir,Diesel,1.5L,3008,72000
7,Mercedes classe E200 AMG,137000DT,https://www.tayara.tn/item/68cea4f207c7711d7c713ef8/Voitures/Ben_Arous/Rads/Mercedes_classe_E200_AMG_/,Mercedes-Benz,Avec kilométrage,2018,11,Automatique,Berline,Noir,Essence,2.0L,Classe E,150000
7,A vendre Audi Q3 boit automatique,66000DT,https://www.tayara.tn/item/68da6522516f1ddb82e5cb4f/Voitures/Ben_Arous/Rads/A_vendre_Audi_Q3_boit_automatique_/,Audi,Avec kilométrage,2014,8,Automatique,Monospace,Noir,Essence,1.4L,Q3,144000
7,Opel Astra CDTI,123DT,https://www.tayara.tn/item/68dfb659e7035d31a40e51db/Voitures/Tunis/El_Omrane/Opel_Astra_CDTI_/,Opel,Avec kilométrage,2008,5,Manuelle,Compacte,Gris,Diesel,1.3L,Astra,210000
7,A vendre Volkswagen Caddy Prestige,54220220DT,https://www.tayara.tn/item/68adc0bf82a3d05f2392eef9/Voitures/Ben_Arous/Rads/A_vendre_Volkswagen_Caddy_Prestige_/,Volkswagen,Avec kilométrage,2020,5,Manuelle,Utilitaire,Marron,Diesel,1.6L,Caddy,75000
7,Opel Astra CDTI,123DT,https://www.tayara.tn/item/68dfb6546c505afdc05d444c/Voitures/Tunis/El_Omrane/Opel_Astra_CDTI_/,Opel,Avec kilométrage,2009,5,Manuelle,Compacte,Gris,Diesel,1.3L,Astra,198000
7,A vendre Renault capteur hybride rechargeable 1.6L,75000DT,https://www.tayara.tn/item/68cea601516f1ddb82dec31a/Voitures/Ben_Arous/Rads/A_vendre_Renault_capteur_hybride_rechargeable_16L/,Renault,Avec kilométrage,2020,6,Automatique,Berline,Noir,Hybride essence,1.6L,Capture,12000
7,A vendre Peugeot 3008 1.6L,69000DT,https://www.tayara.tn/item/68adc414032c2f2572191d99/Voitures/Ben_Arous/Rads/A_vendre_Peugeot_3008_16L/,Peugeot,Avec kilométrage,2019,9,Automatique,Monospace,Noir,Essence,1.6L,3008,150000
7,A vendre Mini one 4 porte,49500DT,https://www.tayara.tn/item/68da6d2974e03a77e7ab8328/Voitures/Ben_Arous/Rads/A_vendre_Mini_one_4_porte_/,mini,Avec kilométrage,2015,6,Manuelle,Compacte,Orange,Essence,1.2L,One,81000
7,A vendre Mercedes Citan utilitaire,54000DT,https://www.tayara.tn/item/68adc58582a3d05f2392f3c9/Voitures/Ben_Arous/Rads/A_vendre_Mercedes_Citan_utilitaire_/,Mercedes-Benz,Avec kilométrage,2022,5,Manuelle,Utilitaire,Blanc,Diesel,1.5L,Utilitaire,57000
7,A vendre Range rover sport HSE 7 place,295000DT,https://www.tayara.tn/item/68add34e032c2f2572192b67/Voitures/Ben_Arous/Rads/A_vendre_Range_rover_sport_HSE_7_place_/,Land Rover,Avec kilométrage,2020,16,Automatique,4 x 4,Noir,Diesel,3.0L,Range Rover Sport,50000
7,A vendre Audi Q2,86000DT,https://www.tayara.tn/item/68cbf7b607c7711d7c6f92dc/Voitures/Ben_Arous/Rads/A_vendre_Audi_Q2_/,Audi,Avec kilométrage,2021,6,Automatique,Berline,Gris,Essence,<1.0L,,65000
7,A vendre Peugeot 2008,37000DT,https://www.tayara.tn/item/68cbf6df07c7711d7c6f9234/Voitures/Ben_Arous/Rads/A_vendre_Peugeot_2008_/,Peugeot,Avec kilométrage,2017,5,Manuelle,Monospace,Beige,Essence,1.2L,2008,100000
7,A vendre MG HS trophy,79000DT,https://www.tayara.tn/item/68adc1ca82a3d05f2392f02e/Voitures/Ben_Arous/Rads/A_vendre_MG_HS_trophy_/,MG,Avec kilométrage,2022,9,Automatique,Monospace,Noir,Essence,1.5L,HS,86000
7,A vendre Peugeot 2008 allure,N/A,https://www.tayara.tn/item/68adcbae82a3d05f2392f9c5/Voitures/Ben_Arous/Rads/A_vendre_Peugeot_2008_allure_/,Peugeot,Avec kilométrage,2022,6,Manuelle,Monospace,Argent,Essence,1.2L,2008,10000
7,A vendre Audi Q3 HYBRID rechargeable,N/A,https://www.tayara.tn/item/68c40f8071554c2d1b3096b8/Voitures/Ben_Arous/Rads/A_vendre_Audi_Q3_HYBRID_rechargeable_/,Audi,Avec kilométrage,2020,8,Automatique,Monospace,Gris,Hybride essence,1.2L,Q3,40000
7,Ford Mondeo Full options,33000DT,https://www.tayara.tn/item/68dfb5c7e7035d31a40e5162/Voitures/Ariana/Ennasr/Ford_Mondeo_Full_options/,,,,,,,,,,,
7,F10 520i kit M,1234DT,https://www.tayara.tn/item/68970c1ddbb2ce981b9b42cb/Voitures/Sousse/Sousse_Jawhara/F10_520i_kit_M/,BMW,Avec kilométrage,2013,10,Automatique,Berline,Blanc,Essence,2.0L,Serie 5,163000
7,E300 kit AMG,1234DT,https://www.tayara.tn/item/687e83d4d5464a896cb29753/Voitures/Sousse/Sousse_Jawhara/E300_kit_AMG/,Mercedes-Benz,Avec kilométrage,2021,12,Automatique,Berline,Noir,Hybride essence,2.0L,Classe E,44000
7,MITSUBISHI PAJERO SPORT￼ V6 4WD,220000DT,https://www.tayara.tn/item/68d3b760d39682ea75d68674/Voitures/Tunis/Ain_Zaghouen/MITSUBISHI_PAJERO_SPORT_V6_4WD/,Mitsubishi,Nouveau,2022,15,Automatique,4 x 4,Blanc,Essence,3.0L,Pajero Sport,10000
7,passat b7 tdi blue motion,12333DT,https://www.tayara.tn/item/68dfb46f6c505afdc05d4297/Voitures/Le_Kef/Autres_Villes/passat_b7_tdi_blue_motion_/,Volkswagen,Nouveau,2010,5,Manuelle,Berline,Noir,Diesel,1.6L,Passat CC,200
7,VOLKSWAGEN GOLF 8 STYLE,70000DT,https://www.tayara.tn/item/68baa8ab985e647fd0e7e5d1/Voitures/Tunis/Ain_Zaghouen/VOLKSWAGEN_GOLF_8_STYLE/,Volkswagen,Avec kilométrage,2022,6,Manuelle,Autres,Noir,Essence,<1.0L,Golf,200000
7,🌟 HUYNDAI TUCISON HYBRID N-LINE🌟,136DT,https://www.tayara.tn/item/68c9287107c7711d7c6dc554/Voitures/Tunis/L_Aouina/_HUYNDAI_TUCISON_HYBRID_NLINE/,Hyundai,Nouveau,2022,10,Automatique,Autres,Gris,Hybride essence,1.6L,Tucson,79000
7,PEUGEOT 3008 ALLURE,72000DT,https://www.tayara.tn/item/68286f8841532c94f15b6d42/Voitures/Tunis/Ain_Zaghouen/PEUGEOT_3008_ALLURE/,Peugeot,Avec kilométrage,20,7,Automatique,4 x 4,Gris,Diesel,1.6L,3008,140000
7,Voiture MG zs  2021 en très bon état,60000DT,https://www.tayara.tn/item/68dfb3066c505afdc05d40fd/Voitures/Ariana/Ariana/Voiture_MG_zs_2021_en_trs_bon_tat/,MG,Avec kilométrage,2021,0,Automatique,,Blanc,Essence,,ZS,97000
7,Fiat Tipo Taxi,38000DT,https://www.tayara.tn/item/68dfb2e46c505afdc05d40d3/Voitures/Tunis/Tunis/_Fiat_Tipo_Taxi/,Fiat,Avec kilométrage,2023,5,Manuelle,Compacte,Jaune,Diesel,1.3L,Tipo,280000
8,Suzuki dzire,33500DT,https://www.tayara.tn/item/68dfb149e7035d31a40e4cda/Voitures/La_Manouba/La_Manouba/Suzuki_dzire/,Suzuki,Avec kilométrage,2019,5,Manuelle,Compacte,Autre,Essence,1.2L,Maruti,150000
8,fiat panda,24000DT,https://www.tayara.tn/item/68dfb013e7035d31a40e4bbc/Voitures/Ariana/Ariana/fiat_panda/,Fiat,Avec kilométrage,2010,5,Automatique,Compacte,Rouge,Essence,1.2L,Panda,198000
8,Mercedes Class C AMG Line,69500DT,https://www.tayara.tn/item/68d7ddc307c7711d7c76f163/Voitures/Tunis/Tunis/Mercedes_Class_C_AMG_Line_/,Mercedes-Benz,Avec kilométrage,2012,9,Manuelle,Berline,Blanc,Diesel,2.2L,Classe C,235000
8,1ere main,31500DT,https://www.tayara.tn/item/68dfae1ce7035d31a40e49e8/Voitures/Bja/Bja/1ere_main/,Nissan,Nouveau,2020,5,Manuelle,Compacte,Autre,Essence,1.2L,Micra,130
8,"🚨4 roues range rover sport par 20""",3200DT,https://www.tayara.tn/item/68dfae11e7035d31a40e49e1/Voitures/Tunis/Carthage/4_roues_range_rover_sport_par_20/,Land Rover,Avec kilométrage,2015,20,Automatique,4 x 4,Gris,Essence,3.0L,Range Rover Sport,15000
8,Jeep Renegade limited,69900DT,https://www.tayara.tn/item/68dfab9fe7035d31a40e4799/Voitures/Ben_Arous/Boumhel/Jeep_Renegade_limited_/,Jeep,Avec kilométrage,2021,8,Automatique,4 x 4,Bleu,Essence,1.4L,Compass,78000
8,A vendre Range Rover Evoque 1 ere main,100000DT,https://www.tayara.tn/item/68dfaaf4e7035d31a40e46da/Voitures/Ben_Arous/Ben_Arous/A_vendre_Range_Rover_Evoque_1_ere_main/,Land Rover,Avec kilométrage,2016,11,Automatique,4 x 4,Noir,Diesel,2.2L,Range Rover Evoque,205000
8,CLIO BOMBÉ 1ÈRE MAIN,2DT,https://www.tayara.tn/item/68dfaa7e6c505afdc05d38cb/Voitures/Sousse/Kantaoui/CLIO_BOMB_1RE_MAIN_/,Renault,Avec kilométrage,2001,4,Manuelle,Berline,Rouge,Essence,1.2L,Clio,00
8,alpha mito,22000DT,https://www.tayara.tn/item/68dfaa4ee7035d31a40e4640/Voitures/Ariana/Ariana/alpha_mito/,Alfa Romeo,Avec kilométrage,2011,5,Manuelle,,Rouge,Essence,,,220000
8,Symbol Renault,24000DT,https://www.tayara.tn/item/68dfa9f46c505afdc05d3848/Voitures/Ariana/Ariana/Symbol_Renault/,Renault,Avec kilométrage,2009,5,Manuelle,,Autre,Essence,,Symbol,1
8,Clio 4 très propre à vendre,42500DT,https://www.tayara.tn/item/68dfa9ea6c505afdc05d383b/Voitures/Ariana/Borj_Louzir/Clio_4_trs_propre_vendre/,Renault,Avec kilométrage,2021,5,Manuelle,Berline,Rouge,Essence,<1.0L,Clio,76000
8,Kia,38000DT,https://www.tayara.tn/item/68dfa9d26c505afdc05d3820/Voitures/Ariana/Ariana/Kia/,Kia,,2014,5,Manuelle,,Noir,Essence,>4.0L,Rio,146000
8,Audi A4 1.4 TFSI,87000DT,https://www.tayara.tn/item/68dfa9b46c505afdc05d3804/Voitures/Sousse/Khzema/Audi_A4_14_TFSI_/,Audi,Avec kilométrage,2018,8,Automatique,Berline,Blanc,Essence,1.4L,A4,96000
8,Hyundai i30,77DT,https://www.tayara.tn/item/68dfa7dce7035d31a40e436e/Voitures/Tunis/Tunis/Hyundai_i30/,Hyundai,Avec kilométrage,2020,6,Manuelle,Berline,Blanc,Diesel,1.6L,I 30,94000
8,mercedes classe a200 amg,N/A,https://www.tayara.tn/item/68dfa5a0e7035d31a40e40b6/Voitures/Tunis/Le_Bardo/mercedes_classe_a200_amg/,Mercedes-Benz,Avec kilométrage,2020,9,Automatique,Berline,Gris,Essence,1.7L,Classe A,70000
8,GLE 350 de kit AMG,1234DT,https://www.tayara.tn/item/67d4b49afd1c6385be352d4f/Voitures/Sousse/Sousse_Jawhara/GLE_350_de_kit_AMG/,Mercedes-Benz,Avec kilométrage,2021,11,Automatique,4 x 4,Blanc,Hybride Diesel,2.0L,Classe GLE,65000
8,B250e kit Amg,1234DT,https://www.tayara.tn/item/6818bd47c1f8f57898ea91d6/Voitures/Sousse/Sousse_Jawhara/B250e_kit_Amg/,Mercedes-Benz,Avec kilométrage,2021,8,Automatique,Berline,Gris,Hybride essence,1.4L,Classe B,41000
8,Opel Astra h,28000DT,https://www.tayara.tn/item/68dfa473e7035d31a40e3f58/Voitures/Sousse/Sousse/Opel_Astra_h_/,Opel,Avec kilométrage,2006,5,Automatique,Compacte,Noir,Essence,1.4L,Astra,160000
8,Hyundai IX35 importée 🇩🇪,N/A,https://www.tayara.tn/item/68dfa40c6c505afdc05d31a6/Voitures/Tunis/Tunis/Hyundai_IX35_importe_/,Hyundai,Avec kilométrage,2012,8,Manuelle,4 x 4,Noir,Diesel,1.7L,Ix 35,223400
8,Polo 7,N/A,https://www.tayara.tn/item/68dfa3726c505afdc05d3109/Voitures/Tunis/Tunis/Polo_7/,Volkswagen,Avec kilométrage,2012,5,Manuelle,,Noir,Essence,1.2L,Polo,268000
8,Polo 7,N/A,https://www.tayara.tn/item/68dfa29d6c505afdc05d301f/Voitures/Sfax/Route_Tunis/Polo_7/,Volkswagen,Avec kilométrage,2012,5,Manuelle,,Noir,Essence,1.2L,Polo,2680000
8,Golf 6 tem ndifa barcha 50256255K,N/A,https://www.tayara.tn/item/68dfa291e7035d31a40e3d6b/Voitures/Sfax/Route_GREMDA/Golf_6_tem_ndifa_barcha_50256255K_/,Volkswagen,Nouveau,2011,5,Manuelle,Berline,Gris,Essence,1.4L,Golf 8,200
8,"Peugeot Expert 2.0L XXL, 1.5T , Toutes options, Française",N/A,https://www.tayara.tn/item/68dfa2846c505afdc05d3005/Voitures/Sfax/Sfax/_Peugeot_Expert_20L_XXL_15T_Toutes_options_Franaise_/,Peugeot,Avec kilométrage,2018,7,Manuelle,Autres,Blanc,Diesel,2.0L,Expert,158000
8,Mercedes CLA 250e,145000DT,https://www.tayara.tn/item/68dfa20ae7035d31a40e3cd6/Voitures/Mahdia/Autres_Villes/Mercedes_CLA_250e_/,Mercedes-Benz,Avec kilométrage,2021,7,Automatique,Autres,Noir,Hybride essence,1.3L,250,68000
8,polo sedan,47000DT,https://www.tayara.tn/item/68dfa0fce7035d31a40e3bb0/Voitures/Ariana/Ariana_Essoughra/polo_sedan_/,Volkswagen,Nouveau,2022,5,Manuelle,Berline,Gris,Essence,1.4L,Polo,104000
8,Golf 1 مزوط,3000DT,https://www.tayara.tn/item/68dfa0e5e7035d31a40e3b9c/Voitures/La_Manouba/Autres_Villes/Golf_1_/,Autres,RS,1982,00,Manuelle,Autres,Blanc,Diesel,1.5L,Autres,570000
8,Citroen C5 Phase 2,27000DT,https://www.tayara.tn/item/68dfa0cde7035d31a40e3b82/Voitures/Sousse/Sahloul/Citroen_C5_Phase_2_/,Citroen,Avec kilométrage,2011,9,Automatique,Autres,Blanc,Essence,1.6L,C5,250
8,kia picanto,30000DT,https://www.tayara.tn/item/68dfa04ae7035d31a40e3aed/Voitures/Ariana/La_Soukra/kia_picanto_/,Kia,Avec kilométrage,2014,4,Manuelle,Compacte,Marron,Essence,1.2L,Picanto,201500
8,Chery Tiggo 2 Bonne Occasion a Vendre,42000DT,https://www.tayara.tn/item/68caf9e2516f1ddb82dc9014/Voitures/Tunis/Tunis/Chery_Tiggo_2_Bonne_Occasion_a_Vendre/,Chery,Avec kilométrage,2020,6,Manuelle,,Blanc,Essence,1.5L,Tiggo,88000
8,Kia Rio 1ere main,N/A,https://www.tayara.tn/item/68df9ffbe7035d31a40e3a83/Voitures/Monastir/Monastir/Kia_Rio_1ere_main/,Kia,Nouveau,2022,5,Manuelle,Compacte,Rouge,Essence,1.2L,Rio,7
9,Geely GX3 Bonne Occasion a Vendre,47000DT,https://www.tayara.tn/item/68af354b82a3d05f2393ec79/Voitures/Tunis/Tunis/Geely_GX3_Bonne_Occasion_a_Vendre/,Geely,Avec kilométrage,2021,6,Manuelle,,,Essence,1.5L,,97000
9,Suzuki Ciaz Boite auto,43000DT,https://www.tayara.tn/item/68df9fe16c505afdc05d2d06/Voitures/Ariana/Cit_Ennasr_2/Suzuki_Ciaz_Boite_auto_/,Suzuki,Avec kilométrage,2022,6,Automatique,Berline,Beige,Essence,1.2L,Swift,100000
9,Peugeot 301 Bonne Occasion a Vendre,38000DT,https://www.tayara.tn/item/68af343482a3d05f2393eb43/Voitures/Tunis/Tunis/Peugeot_301_Bonne_Occasion_a_Vendre/,Peugeot,Avec kilométrage,2022,5,Manuelle,Berline,Gris,Essence,1.2L,301,19500
9,Tivoli 40.000km 1ère main,62000DT,https://www.tayara.tn/item/68df9f2fe7035d31a40e3995/Voitures/Ariana/Cit_Ennasr_2/Tivoli_40000km_1re_main_/,Ssangyong,Nouveau,2020,8,Automatique,Berline,Noir,Essence,1.8L,Tivoli,40000
9,Clio,N/A,https://www.tayara.tn/item/68df9f05e7035d31a40e396d/Voitures/Monastir/Moknine/Clio/,Renault,Avec kilométrage,2000,4,Manuelle,Autres,Gris,Essence,>4.0L,Clio,280000
9,CLA 180 AMG 79milles km,120000DT,https://www.tayara.tn/item/68df9ee26c505afdc05d2be2/Voitures/Tunis/Tunis/CLA_180_AMG_79milles_km_/,Mercedes-Benz,Nouveau,2020,8,Manuelle,Compacte,Noir,Essence,1.8L,Classe CLA,79000
9,A vendre une belle voiture Kia Sportage 1.7 diesel mise en surculation 2013 Importé D'Allemagne  ce trouve à la Marsa 98 255 804,51000DT,https://www.tayara.tn/item/68d787a1516f1ddb82e42f61/Voitures/Tunis/La_Marsa/A_vendre_une_belle_voiture_Kia_Sportage_17_diesel_mise_en_surculation_2013_Import_DAllemagne_ce_trouve_la_Marsa_98_255_804/,Kia,Avec kilométrage,2013,7,Manuelle,Berline,Blanc,Diesel,1.7L,Sportage,182000
9,Vente Volkswagen Golf 7,N/A,https://www.tayara.tn/item/68df9df46c505afdc05d2b03/Voitures/Sfax/Route_El_Afrane/Vente_Volkswagen_Golf_7/,Volkswagen,Avec kilométrage,2019,6,Manuelle,Compacte,Gris,Diesel,1.6L,Golf,145000
9,A VENRE VW JETTA 2012,41000DT,https://www.tayara.tn/item/68daa96307c7711d7c788dd0/Voitures/Tunis/Le_Bardo/A_VENRE_VW_JETTA_2012/,Volkswagen,Avec kilométrage,2012,8,Manuelle,Berline,Blanc,Essence,2.0L,Jetta,254000
9,passaat B 9 Diesel ⛽️,N/A,https://www.tayara.tn/item/68df9c8a6c505afdc05d299e/Voitures/Ariana/Ariana/passaat_B_9_Diesel_/,Volkswagen,Avec kilométrage,2016,5,Manuelle,Berline,Bleu,Diesel,2.0L,Passat,300000
9,Audi A5 Sline,145000DT,https://www.tayara.tn/item/68df9c7a6c505afdc05d298f/Voitures/Ariana/La_Soukra/Audi_A5_Sline/,Audi,Avec kilométrage,2021,8,Automatique,Berline,Gris,Essence,2.0L,A5,41000
9,golf 6 1.4,N/A,https://www.tayara.tn/item/68df9c016c505afdc05d290d/Voitures/Ariana/Ariana/golf_6_14/,Volkswagen,Avec kilométrage,2012,5,Manuelle,Compacte,Bleu,Essence,1.4L,Golf,250000
9,polo7,26000DT,https://www.tayara.tn/item/68df9a886c505afdc05d2789/Voitures/Tunis/La_Marsa/polo7/,Volkswagen,Avec kilométrage,2010,4,Automatique,Compacte,Gris,Essence,1.2L,Polo,230000
9,clio 5  modèle 2022,46000DT,https://www.tayara.tn/item/68df99426c505afdc05d263a/Voitures/Sidi_Bouzid/Sidi_Bouzid/clio_5_modle_2022/,Renault,Nouveau,2022,5,Manuelle,Berline,Blanc,Essence,1.6L,Clio,123
9,megane sedan,16000DT,https://www.tayara.tn/item/68df99386c505afdc05d262f/Voitures/Ariana/Borj_Louzir/megane_sedan/,Renault,Avec kilométrage,2005,5,Manuelle,Berline,Gris,Essence,1.4L,,200
9,2018 Volkswagen tiguan allspace – finition carat,110000DT,https://www.tayara.tn/item/68df98986c505afdc05d2587/Voitures/Sousse/Enfidha/2018_Volkswagen_tiguan_allspace_finition_carat/,Volkswagen,Avec kilométrage,2018,,Manuelle,4 x 4,Noir,Diesel,2.0L,Tiguan,141000
9,Golf 6 1ère main importé de l'allemagne a vendre ou échange,N/A,https://www.tayara.tn/item/68df98146c505afdc05d24fe/Voitures/Sfax/Route_GREMDA/Golf_6_1re_main_import_de_lallemagne_a_vendre_ou_change_/,Volkswagen,Avec kilométrage,2010,7,Manuelle,Compacte,Noir,Essence,1.2L,Golf 6,250000
9,PEUGEOT 2008,44900DT,https://www.tayara.tn/item/68df980d6c505afdc05d24f8/Voitures/Sousse/Sousse/PEUGEOT_2008/,Peugeot,Avec kilométrage,2018,4,Manuelle,Monospace,Noir,Essence,1.1L,2008,87000
9,Suzuki Swift BVA en très bon état chez particulier,43997DT,https://www.tayara.tn/item/68df97efe7035d31a40e32c6/Voitures/Tunis/El_Menzah_9/Suzuki_Swift_BVA_en_trs_bon_tat_chez_particulier/,Suzuki,Avec kilométrage,2023,5,Automatique,,,Essence,1.2L,Swift,81000
9,chery tiggo 2 98414967,N/A,https://www.tayara.tn/item/68df9721e7035d31a40e31b9/Voitures/Sfax/Sakiet_Ezzit/chery_tiggo_2_98414967/,Chery,Avec kilométrage,2020,6,Manuelle,4 x 4,Noir,Essence,1.5L,Tiggo,100000
9,HavaL h6,N/A,https://www.tayara.tn/item/68df9708e7035d31a40e3199/Voitures/Sfax/Route_Tunis/HavaL_h6/,Haval,Avec kilométrage,2019,9,Automatique,4 x 4,Noir,Essence,1.5L,H6,103000
9,EVOQUE,105000DT,https://www.tayara.tn/item/68df964de7035d31a40e30dd/Voitures/Sousse/Hammam_Sousse/EVOQUE/,Land Rover,,2018,8,Automatique,4 x 4,,Diesel,,Range Rover Evoque,167000
9,kia picanto 1ère main klm 48000,N/A,https://www.tayara.tn/item/68df94996c505afdc05d213d/Voitures/Sfax/Route_Tunis/kia_picanto_1re_main_klm_48000/,Kia,Nouveau,2021,5,Manuelle,Berline,Rouge,Essence,1.4L,Picanto,48000
9,Bmw X1,N/A,https://www.tayara.tn/item/68df94936c505afdc05d2134/Voitures/Sfax/Sfax/Bmw_X1_/,BMW,Avec kilométrage,2016,11,Automatique,Compacte,Gris,Essence,2.0L,X1,145000
9,Q5 Sline e-tron,N/A,https://www.tayara.tn/item/68df9472e7035d31a40e2f25/Voitures/Sfax/Sfax/Q5_Sline_etron/,Audi,Avec kilométrage,2021,15,Automatique,4 x 4,Gris,Hybride essence,2.0L,Q5,72000
9,Megane4 essence,N/A,https://www.tayara.tn/item/68df946ee7035d31a40e2f21/Voitures/Sfax/Sfax/Megane4_essence/,Renault,Avec kilométrage,2018,7,Manuelle,Compacte,Marron,Essence,1.2L,Megane,55000
9,Audi Q3,N/A,https://www.tayara.tn/item/68df946ae7035d31a40e2f1d/Voitures/Sfax/Sfax/Audi_Q3/,Audi,Avec kilométrage,2016,8,Automatique,Compacte,Camel,Essence,1.8L,Q3,133000
9,E200 coupée 2013 Amg,N/A,https://www.tayara.tn/item/68df944ce7035d31a40e2f08/Voitures/Sfax/Sfax/E200_coupe_2013_Amg/,Mercedes-Benz,Avec kilométrage,2013,11,Manuelle,Compacte,Noir,Essence,1.8L,Classe E,130000
9,Fiesta titanium,N/A,https://www.tayara.tn/item/68df94486c505afdc05d20f5/Voitures/Sfax/Sfax/Fiesta_titanium_/,Ford,Avec kilométrage,2014,5,Manuelle,Compacte,Noir,Essence,1.2L,Fiesta,185000
9,Audi Q3 quattro Sline,N/A,https://www.tayara.tn/item/68df942a6c505afdc05d20e1/Voitures/Sfax/Sfax/Audi_Q3_quattro_Sline/,Audi,Avec kilométrage,2013,10,Manuelle,4 x 4,Blanc,Essence,1.8L,Q3,203000
10,C180 année 2012,N/A,https://www.tayara.tn/item/68df9412e7035d31a40e2edd/Voitures/Sfax/Sfax/C180_anne_2012/,Mercedes-Benz,Avec kilométrage,2012,9,Automatique,Compacte,Noir,Essence,1.8L,Classe C,160000
10,Golf 6 diesel,N/A,https://www.tayara.tn/item/68df940d6c505afdc05d20c3/Voitures/Sfax/Sfax/Golf_6_diesel/,Volkswagen,Avec kilométrage,2011,5,Manuelle,Compacte,Gris,Diesel,1.6L,Golf,204000
10,BYD Song,73000DT,https://www.tayara.tn/item/68df93b06c505afdc05d206f/Voitures/Ariana/La_Soukra/BYD_Song/,BYD,Nouveau,2022,9,Automatique,4 x 4,Gris,Essence,2.0L,F1,99000
10,Tucson Nline diesel hybride,N/A,https://www.tayara.tn/item/68df9380e7035d31a40e2e60/Voitures/Sfax/Sfax/Tucson_Nline_diesel_hybride_/,Hyundai,Avec kilométrage,2020,7,Automatique,4 x 4,Gris,Hybride Diesel,1.6L,Tucson,140000
10,Megane 4 BVA,N/A,https://www.tayara.tn/item/68df937c6c505afdc05d203c/Voitures/Sfax/Sfax/Megane_4_BVA/,Renault,Avec kilométrage,2020,7,Automatique,Compacte,Blanc,Essence,1.2L,Megane,90000
10,C3 française toutes options,N/A,https://www.tayara.tn/item/68df93626c505afdc05d2024/Voitures/Sfax/Sfax/C3_franaise_toutes_options_/,Citroen,Avec kilométrage,2008,5,Manuelle,Compacte,Noir,Essence,1.2L,C3,233000
10,308 Sw,N/A,https://www.tayara.tn/item/68df935e6c505afdc05d201e/Voitures/Sfax/Sfax/308_Sw/,Peugeot,Avec kilométrage,2020,6,Manuelle,Berline,Bleu,Essence,1.2L,308,200000
10,"Parachoc arrière mercedes W212 , classe E , noir",590DT,https://www.tayara.tn/item/68df92506c505afdc05d1f31/Voitures/Sfax/Sfax_Ville/Parachoc_arrire_mercedes_W212_classe_E_noir/,Mercedes-Benz,Nouveau,2011,11,Automatique,Berline,Noir,Diesel,2.0L,Classe E,1000
10,Hyundai Kona N Line,95000DT,https://www.tayara.tn/item/68df923be7035d31a40e2d46/Voitures/Sousse/Hammam_Sousse/Hyundai_Kona_N_Line/,Hyundai,Avec kilométrage,2022,11,Automatique,4 x 4,Gris,Essence,1.6L,Kona,88000
10,feu arrière Golf 50256255K,N/A,https://www.tayara.tn/item/68df9156e7035d31a40e2c66/Voitures/Sfax/Route_GREMDA/feu_arrire_Golf_50256255K_/,Volkswagen,Nouveau,2017,5,Manuelle,Berline,Blanc,Essence,1.4L,Golf,0
10,i20 jdida bacou 1ère main,N/A,https://www.tayara.tn/item/68df9150e7035d31a40e2c5c/Voitures/Ben_Arous/El_Mourouj/i20_jdida_bacou_1re_main_/,Hyundai,Nouveau,2022,5,Manuelle,Berline,Bleu,Essence,1.4L,I 20,80
10,208 1ère main ndifa barcha,N/A,https://www.tayara.tn/item/68df90ed6c505afdc05d1dfd/Voitures/Sfax/Route_Tunis/208_1re_main_ndifa_barcha_/,Peugeot,Nouveau,2022,4,Manuelle,Berline,Gris,Essence,1.2L,208,40
10,k9 jdida bacou 50256255,4DT,https://www.tayara.tn/item/68df90e76c505afdc05d1df8/Voitures/Sfax/Route_GREMDA/k9_jdida_bacou_50256255/,Peugeot,Nouveau,2022,5,Manuelle,Berline,Blanc,Diesel,1.6L,Partner,110
10,Fiat grande Punto,29000DT,https://www.tayara.tn/item/68df90d66c505afdc05d1de6/Voitures/Nabeul/Bni_Khiar/Fiat_grande_Punto_/,Fiat,Nouveau,2015,4,Manuelle,Compacte,Noir,Essence,1.2L,Grande Punto,165000
10,Hyundai i30 Break,68000DT,https://www.tayara.tn/item/68df90b26c505afdc05d1dc1/Voitures/Mahdia/Essouassi/Hyundai_i30_Break_/,Hyundai,Avec kilométrage,2019,6,Manuelle,Autres,Argent,Diesel,1.4L,I 30,109000
10,4 Roues (Jante Alu + Pneu PIRELLI) VW 215/60/R16,3000DT,https://www.tayara.tn/item/68df909a6c505afdc05d1da4/Voitures/Sfax/Sfax_Ville/4_Roues_Jante_Alu_Pneu_PIRELLI_VW_21560R16/,Volkswagen,Nouveau,2020,11,Automatique,Berline,Noir,Diesel,2.0L,Passat,10000
10,2022 SUZUKI CELERIO BVA,36500DT,https://www.tayara.tn/item/68df90076c505afdc05d1d1c/Voitures/Tunis/La_Marsa/2022_SUZUKI_CELERIO_BVA/,Suzuki,Avec kilométrage,2022,4,Automatique,Compacte,Bleu,Essence,<1.0L,Celerio,108000
